,source,title,is_clickbait
0,metaspoon.com,Search Results for:,0
1,metaspoon.com,The 20 Most AMAZING World Festivals You Have To See Before You Die. #16 Is Weird But Incredible!,1
2,metaspoon.com,Search Results for:,0
3,metaspoon.com,Search Results for:,0
4,metaspoon.com,Search Results for:,0
5,metaspoon.com,Search Results for:,0
6,metaspoon.com,Search Results for:,0
7,metaspoon.com,Search Results for:,0
8,metaspoon.com,9½ Surreal Places You Need To Visit Before You Die,1
9,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
10,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
11,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
12,metaspoon.com,32 Fascinating Behind-The-Scenes Facts About “Buffy The Vampire Slayer”,1
13,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
14,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
15,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
16,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
17,metaspoon.com,These Celebrity IQs Are Insane!,1
18,metaspoon.com,These Celebrity IQs Are Insane!,1
19,metaspoon.com,These Celebrity IQs Are Insane!,1
20,metaspoon.com,These Celebrity IQs Are Insane!,1
21,metaspoon.com,32 Fascinating Behind-The-Scenes Facts About “Buffy The Vampire Slayer”,1
22,metaspoon.com,32 Fascinating Behind-The-Scenes Facts About “Buffy The Vampire Slayer”,1
23,metaspoon.com,These Celebrity IQs Are Insane!,1
24,metaspoon.com,These Celebrity IQs Are Insane!,1
25,metaspoon.com,These Celebrity IQs Are Insane!,1
26,metaspoon.com,These Celebrity IQs Are Insane!,1
27,metaspoon.com,These Celebrity IQs Are Insane!,1
28,metaspoon.com,These Celebrity IQs Are Insane!,1
29,metaspoon.com,These Celebrities Have Nightmare Children—Here’s Why!,1
30,metaspoon.com,These Celebrity IQs Are Insane!,1
31,metaspoon.com,These Celebrity IQs Are Insane!,1
32,metaspoon.com,These Celebrity IQs Are Insane!,1
33,metaspoon.com,These Celebrity IQs Are Insane!,1
34,metaspoon.com,These Celebrity IQs Are Insane!,1
35,metaspoon.com,These Celebrity IQs Are Insane!,1
36,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
37,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
38,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
39,metaspoon.com,32 Fascinating Behind-The-Scenes Facts About “Buffy The Vampire Slayer”,1
40,metaspoon.com,32 Fascinating Behind-The-Scenes Facts About “Buffy The Vampire Slayer”,1
41,metaspoon.com,32 Fascinating Behind-The-Scenes Facts About “Buffy The Vampire Slayer”,1
42,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
43,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
44,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
45,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
46,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
47,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
48,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
49,metaspoon.com,32 Fascinating Behind-The-Scenes Facts About “Buffy The Vampire Slayer”,1
50,metaspoon.com,These Celebrity IQs Are Insane!,1
51,metaspoon.com,32 Fascinating Behind-The-Scenes Facts About “Buffy The Vampire Slayer”,1
52,metaspoon.com,These Celebrity IQs Are Insane!,1
53,metaspoon.com,These Celebrities Have Nightmare Children—Here’s Why!,1
54,metaspoon.com,32 Fascinating Behind-The-Scenes Facts About “Buffy The Vampire Slayer”,1
55,metaspoon.com,These Celebrity IQs Are Insane!,1
56,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
57,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
58,metaspoon.com,32 Fascinating Behind-The-Scenes Facts About “Buffy The Vampire Slayer”,1
59,metaspoon.com,32 Fascinating Behind-The-Scenes Facts About “Buffy The Vampire Slayer”,1
60,metaspoon.com,32 Fascinating Behind-The-Scenes Facts About “Buffy The Vampire Slayer”,1
61,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
62,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
63,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
64,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
65,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
66,metaspoon.com,32 Fascinating Behind-The-Scenes Facts About “Buffy The Vampire Slayer”,1
67,metaspoon.com,These Celebrity IQs Will Leave You Surprised!,1
68,metaspoon.com,32 Fascinating Behind-The-Scenes Facts About “Buffy The Vampire Slayer”,1
69,metaspoon.com,32 Fascinating Behind-The-Scenes Facts About “Buffy The Vampire Slayer”,1
