,source,title,is_clickbait
0,houston.cbslocal.com,Video Shows School Bus Swept Away By Floodwaters,0
1,houston.cbslocal.com,U.S. Election Integrity Depends On Security-Challenged Firms,0
2,houston.cbslocal.com,"Analysis: Guns Sent More Than 75,000 U.S. Kids To ER Over Nine Years",0
3,houston.cbslocal.com,Bucks Guard Malcolm Brogdon Launches Program To Help Bring Clean Water To East Africa,0
4,houston.cbslocal.com,Cartoon Network Opening Up First Hotel In Pennsylvania Next Summer,0
5,houston.cbslocal.com,"Pentagon Sending 5,200 Troops To Border Week Before Midterms",0
6,houston.cbslocal.com,Political Experts: Early Signs Pointing To ‘Considerably Higher’ Midterm Election Turnout,0
7,houston.cbslocal.com,‘Tell Me A Story’ Red Carpet Premiere Recap,1
8,houston.cbslocal.com,Recording Academy To Honor Willie Nelson,0
9,houston.cbslocal.com,World Series Ratings Lowest Since 2015,0
10,houston.cbslocal.com,Texas Mom Wants To Change Way Medical Decisions Are Made After Losing Son,0
11,houston.cbslocal.com,President Trump Says Sen. Cruz Is ‘Really Good Friend Of Mine’ At Houston Rally,0
12,houston.cbslocal.com,Officials Offer Plan To Protect Texas From Hurricanes,0
13,houston.cbslocal.com,Carter Blackburn: ‘Navy Believes They Can Be Competitive In This Game With Notre Dame’,1
14,houston.cbslocal.com,Natalie Cole On ‘Survivor’ Experience: ‘I Was The Goliath’,0
15,houston.cbslocal.com,"Miller, Watson Shine In Texans 42-23 Defeat Of Dolphins",0
16,houston.cbslocal.com,Jazz Guard Donovan Mitchell Honored Utah Shooting Victim Lauren McCluskey During Win Over Rockets,0
17,houston.cbslocal.com,Group Starts Petition To Move The Date Of Halloween,0
18,houston.cbslocal.com,Season Over: Texans’ Will Fuller Out With Torn Knee Ligament,0
19,houston.cbslocal.com,"Fired Deputy Indicted For Shooting, Killing Unarmed Man In Texas",0
20,houston.cbslocal.com,Tichina Arnold On ‘The Neighborhood’: ‘At A Great Position At A Great Time’,0
21,houston.cbslocal.com,"Mega Millions Players Would Spend $1.6 Billion On Bills, Charity",0
22,houston.cbslocal.com,CBS 11 Exclusive: President Trump Talks About His Relationship With Ted Cruz,1
23,houston.cbslocal.com,Brandon Micheal Hall Talks ‘God Friended Me’,0
24,houston.cbslocal.com,Governor Abbott Declares Disaster In 18 Texas Counties,0
25,houston.cbslocal.com,‘Survivor’ Player Natalia Azoqa: ‘Bring Me Back’,0
26,houston.cbslocal.com,Body Found In Texas Lake Was Of Woman Missing Days Earlier,0
27,houston.cbslocal.com,Mercedes Star Lewis Hamilton Chases History At U.S. Grand Prix,0
28,houston.cbslocal.com,Honey Smacks Returns To Shelves With New Recipe After Recall,0
29,houston.cbslocal.com,"Our Bodies Are Polluted With Plastic, Scientists Warn",0
30,houston.cbslocal.com,Texans To Face QB They Traded After Signing To $72M Contract,0
31,houston.cbslocal.com,Researchers Study Vaccine To Target Aggressive Form Of Breast Cancer,0
32,houston.cbslocal.com,Mega Millions Jackpot Rockets To $1.6 Billion After No Winner On Friday,0
33,houston.cbslocal.com,No Winning Mega Millions Ticket; Jackpot Climbs To $900 Million,0
34,houston.cbslocal.com,Ashlie Atkinson Talks ‘One Dollar’ On CBS All-Access,0
35,houston.cbslocal.com,"Texas Police Identify Woman, Child In Doorbell Video",0
