,source,title,is_clickbait
0,philly.com,"Halloween, ‘harvest festival’ or nothing at all? At local schools, celebrations are all over the map",1
1,philly.com,This afternoon: City Council considers ‘fair workweek’ scheduling bill for retail and fast-food workers,0
2,philly.com,Rite-Aid investors vote 5-1 against $3M bonus for CEO whose deals failed,0
3,philly.com,West Chester theater student accused of secretly taping dozens of women in bathrooms,0
4,philly.com,"Pittsburgh shooting victim’s family, top officials shun Trump ahead of visit: ‘He was blaming the community’",0
5,philly.com,NJ American Water gets 6.2% increase. It could have been worse,0
6,philly.com,"Trump says he’ll end citizenship by birth. ‘Not so fast,’ experts respond.",0
7,philly.com,The politics of mushrooms: Chester County farms asking next U.S. Rep. to work on immigration reform,0
8,philly.com,"New Flyers Tyrell Goulbourne, Nic Aube-Kubel trying to provide much-needed spark",0
9,philly.com,"After reassessment, Philadelphia tax appeals hit five-year high",0
10,philly.com,"Sixers-Hawks observations, best and worst awards: Ben Simmons, Markelle Fultz and Atlanta’s shooting woes",0
11,philly.com,NBC Sports Philly adds a new face to its Flyers coverage,0
12,philly.com,"In Delaware County, a beloved Catholic church’s future is uncertain",0
13,philly.com,"Listen to the Philadelphia Inquirer’s morning broadcast with Amazon Alexa, Google Assistant",0
14,philly.com,"A.J. Brodeur, fresh off a trip to the NCAA Tournament, wants to keep adding to Penn’s basketball legacy | Season preview",0
15,philly.com,Sixers partner with Caesars Entertainment to become first Philadelphia team to sign deal with a casino,0
16,philly.com,The ACLU just sued Pa. prisons over legal mail policy,0
17,philly.com,"Hebrew school students remember lives lost in Pittsburgh, Pa. school district set to let teachers carry guns | Morning Newsletter",0
18,philly.com,Marc Lamont Hill: Black folks suffer most without fair workweek protections | Opinion,0
19,philly.com,Ben Simmons and Markelle Fultz thrive separately in win over Hawks | David Murphy,0
20,philly.com,"Temple, NYC’s Hunter College awarded $13.5 million to tackle racial and ethnic cancer disparities",0
21,philly.com,"Pittsburgh shooting: A high school dropout and trucker, Robert Bowers left few footprints — except online",0
22,philly.com,"Homeless woman, 22, killed by hit-and-run driver in Kensington",0
23,philly.com,Trick or Treat: The temptation of sugar (and what you can do about it),1
24,philly.com,3 men killed in separate Philly shootings,0
25,philly.com,A 1920s Elkins Park home adapted for modern living,0
26,philly.com,Accused Bucks child molester captured in Florida,0
27,philly.com,"The Eagles at the trade deadline, players on IR, playing time vs. Jaguars | Early Birds",0
28,philly.com,Josh Adams’ emergence could benefit Eagles ahead of trade deadline | Mike Sielski,0
29,philly.com,"Trump, aides struggle to balance midterm attacks with empathy after synagogue massacre",0
30,philly.com,N.J. Holocaust survivor: I worry Kristallnacht could happen again | Perspective,0
31,philly.com,Justin Anderson slept through Sixers trade that sent him to Hawks,0
32,philly.com,"In Pittsburgh, comfort in an old phone message: ‘Just listening to his voice was nice’",1
33,philly.com,Pa. lawmaker from Philly on trial for bribery asks judge to dismiss case,0
34,philly.com,Happy-hour pick: Gran Caffe L’Aquila,0
35,philly.com,Flyers hope new-look power play will help snap skid; Nic Aube-Kubel to make NHL debut,0
36,philly.com,Michigan coach Jim Harbaugh not concerned over momentum loss going into Penn State game,0
37,philly.com,Ben Simmons’ third-quarter spark lifts Sixers over Hawks,0
38,philly.com,"MLS playoffs 2018 first round schedule, TV, streaming info, previews",0
39,philly.com,Philadelphia apartments that offer smart technology,0
40,philly.com,Three key players for Temple-UCF are likely game-time decisions,0
41,philly.com,‘Globalist’ doesn’t mean ‘Jew’ | Opinion,0
42,philly.com,Midterm Elections 2018: Pennsylvania and New Jersey endorsement guide | Editorial,0
43,philly.com,Burlco man accused of sex assault on 3 boys,0
44,philly.com,"Cathy Brady, the force behind the city’s labor monument in Southwest Philly, has died at 62",0
45,philly.com,Official: Pipe-bomb suspect had hit list of targets,0
46,philly.com,Bucks County man charged with raping two girls faces accusers in court,0
47,philly.com,"Sports betting: Oh, Todd Gurley, what have you done?",1
48,philly.com,Alejandro Bedoya right to call out Union’s biggest flaw against New York City FC,0
49,philly.com,"At a small Philadelphia factory, Trump’s trade war forces hard changes",0
50,philly.com,"Slime, storms and Elmo mixups: The birthday parties that went awry and advice to prevent them",1
51,philly.com,Advocate doubts profits will gush from PGW’s new energy venture,0
52,philly.com,WIP is ending Wing Bowl after 26 years,0
53,philly.com,Wayne woman’s memoir reveals fraught childhood under the sway of Rev. Sun Myung Moon,0
54,philly.com,Devin McCourty’s pick-6 seals Patriots’ 25-6 win over Bills,0
55,philly.com,Antonio Matos and St. Augustine soccer team are peaking for the playoffs,0
56,philly.com,Pittsburgh shooter’s mistake: There is no us and no them. We are one. | Opinion,1
57,philly.com,Temple’s Chapelle Russell has returned from second ACL tear to have strong season,0
58,philly.com,Breaking down the South Jersey football playoffs | Phil Anastasia,0
59,philly.com,Pennsylvania Shakespeare Festival announces its 2019 lineup,0
60,philly.com,Park’s art will have a blue collar,0
61,philly.com,Pittsburgh shootings a reminder: state gun laws matter | Editorial,0
62,philly.com,Trump: End birthright citizenship for some U.S.-born babies,0
63,philly.com,Philadelphians embrace faith after synagogue shooting: ‘When you’re in your own church you don’t feel unsafe’,1
64,philly.com,Heroin addiction teen drama ‘Sno Babies’ to begin filming in Philly next month,0
65,philly.com,Monday’s South Jersey roundup: Pitman boys’ soccer advances to South Group 1 quarterfinals in win over Maple Shade,0
66,philly.com,"Klay Thompson sets three-point record, Warriors beat Bulls, 149-124",0
67,philly.com,Aidan Hayward sets Owen J. Roberts sacks record,0
68,philly.com,Monday’s Southeastern Pa. roundup: Nkosi Graham lifts Holy Ghost Prep into District 1 Class 3A boys’ soccer final,0
69,philly.com,‘Medea’ at the Hedgerow Theatre: There will be blood,1
70,philly.com,‘My spirit is still there’: Philadelphia piano great forced to retire because of Parkinson’s,1
71,philly.com,"Split battlefield: In contrast to Pa., N.J. House contests, a very different Trump effect defines key Senate races",0
72,philly.com,No arrests yet in Chinatown fatal stabbing of Cherry Hill man,0
73,philly.com,"Allen Iverson still gets $800,000 a year from Reebok, and the CEO says it’s still worth it",0
74,philly.com,Annual Report Publication Gau...,0
75,philly.com,"KAN, PAUL TUNG -Neil Kan, Exec...",0
76,philly.com,No. 3 St. Augustine at No. 2 Williamstown among games to watch this weekend,0
77,philly.com,"Hyperion raises $18 million, plans more Philly business loans",0
78,philly.com,"BELLE, EDWIN L. (a/k/a EDWIN B...",0
79,philly.com,Trump puts supply-side economics to its final test | Opinion,0
80,philly.com,Lawmakers ask FEMA for more housing for storm survivors,0
81,philly.com,Her retirement home will be an 80-square-foot Ford van,1
82,philly.com,Support group helps with parents and at-risk youth,0
83,philly.com,Ramsey to chair president's Task Force on 21st Century Policing,0
84,philly.com,"McCord steps down, signals he will plead guilty",0
85,philly.com,Temple Physics Dept. chair accused of selling sensitive information to China,0
86,philly.com,Teen missing from West Philadelphia home found safe,0
87,philly.com,"Court: Some poker machines are games of skill, not chance",0
