,source,title,is_clickbait
0,whatdoesitmean.com,FBI Issues Urgent Global Appeal For Info On Venezuela Bomb Makers Seen At Elite American Universities With Known Chinese Agents,0
1,whatdoesitmean.com,Russian Leaders React With Alarm After Trump Explains Why He Suddenly Boosted Planetary Defense Budget,1
2,whatdoesitmean.com,American People Kept Blinded As Russian Leaders And US Troops Both Agree World War III Is But Months Away,0
3,whatdoesitmean.com,Russian Diplomats Struggle To Find Words After West Attacks Children Fairy Tales While Millions Face Death In Yemen,0
4,whatdoesitmean.com,Demonic Leftist Mobs Move In For Kill Against Trump After Historic Fracture Of Christian Church,0
5,whatdoesitmean.com,Putin Looks To Heaven As Trump-Clinton War Spreads To Saudi Arabia Over Fears Of 9/11 Truth Exposure,0
6,whatdoesitmean.com,Daughter Of CIA Assassin Paymaster Tries To Bring Down Trump Supreme Court Nominee Kavanaugh,0
7,whatdoesitmean.com,"Globalist “ Deep State ” Recoils In Horror As “ Kavanaugh Earthquake ” Destroys Canada, With Brazil Soon To Follow",0
8,whatdoesitmean.com,Fears Raised In Russia After United States Fails Main Treaty Obligation And Sends Its Top Solar Scientists Fleeing Underground,0
9,whatdoesitmean.com,CIA Director Call To Trump And US Senate Leader Throws Judge Kavanaugh Attackers Into Full Blown Panic Meltdown,0
10,whatdoesitmean.com,Democrats Do The Impossible By Actually Forcing The Powerful Bush Family Into Backing Trump In Support Of Supreme Court Nominee Kavanaugh,0
11,whatdoesitmean.com,New York Times Rage Against “ White Women ” Leaves World Stunned After Rape And Murder Of Journalist Unmasking “ Deep State ” Crimes,0
12,whatdoesitmean.com,Fears Of Hillary Clinton Directed “Acid Throwing Attacks” Set To Begin In America Prompts Red Alert Warning To Diplomats,0
13,whatdoesitmean.com,Judge Kavanaugh Charade Gives Cover For CIA Takeover Of US Congress As Soros Leftist Mobs Descend On Washington,0
14,whatdoesitmean.com,American Leftist Fears Of Free Speech Threatens Entire Nation—Let Me Tell You Why,1
15,whatdoesitmean.com,“11 Weeks That Shook The World”—The Endgame Begins!,1
16,whatdoesitmean.com,Kavanaugh Accuser Blasey-Ford Exposed As FBI Operative Working For Former FBI Deputy Director McCabe,0
17,whatdoesitmean.com,Assassin Of Hillary Clinton Email Leaker Seth Rich Gunned Down In Fierce Gun Battle That Leaves 4 Dead,0
18,whatdoesitmean.com,Freemasonic Forces Led By Donald Trump Launch “Soon To Be Deadly” American Coup d'état,0
19,whatdoesitmean.com,"As New “God” Arises, World's Best Minds Warn “End Is Near”",0
20,whatdoesitmean.com,American Radical Leftists Destroy Women Rights For Generation As Kavanaugh Backlash Reverberates Around Globe,0
21,whatdoesitmean.com,European Globalists Cower In Fear After Historic Trump-Quake Leaves Germany In Ruins,0
22,whatdoesitmean.com,Putin Gives Trump Shocking Evidence That Obama-Clinton CIA Director John Brennan Is Longtime Russian Spy,0
23,whatdoesitmean.com,Judge Kavanaugh Attackers Warned Are Now Facing Wrath Of Trump-Led Christian-Nationalist Forces Who Sent Hillary Clinton To Hell,0
24,whatdoesitmean.com,Israeli Special Forces Rush To Protect Wife Of Mysterious FBI Official Targeted For Death,0
25,whatdoesitmean.com,Parliament Of Owls Gives ‘Final Warning’ To America,0
26,whatdoesitmean.com,Obama Orders ‘Arctic Death Camps’ Built To Hold American Traitors,0
27,whatdoesitmean.com,"Top US General Ordered To Finland Receives Final Putin Warning: “Stop World Cup War Now, Or Watch Gates Of Hell Open”",0
28,whatdoesitmean.com,Sealed Indictment Arrest Of Supreme Court Justice Confirms Shocking QAnon Intel—As Mueller Probe Against Trump Warned Ready To Go Down In Flames,0
29,whatdoesitmean.com,US Federal Witness Due To Testify Against Hillary Clinton For Drug Crimes Killed In Massive Explosion,0
30,whatdoesitmean.com,Putin-Trump Begin Emergency Talks After Top US Nuclear Commander Disappears,0
31,whatdoesitmean.com,Putin Orders Special Forces To Protect Greek Leaders Life “At All Costs”,0
32,whatdoesitmean.com,Mexico Warns Trump It Will Flood US With Refugees While Nicaragua Plunges Towards Abyss And Canada Labels United States As “ Failed State ”,0
33,whatdoesitmean.com,Father Of Doctor Treating Hillary Clinton For Dementia Mysteriously Dies,0
34,whatdoesitmean.com,Obama Push For World War III Shocks Putin,0
